,bathrooms,bedrooms,graph_data_link,home_detail_link,home_size,home_type,last_sold_date,last_sold_price,latitude,longitude,property_size,tax_value,tax_year,year_built,zestimate_amount,zestimate_last_updated,zestimate_percentile,zestimate_valuationRange_low,zestimate_valuation_range_high,zestimate_value_change,zillow_id
1395,2.0,3,http://www.zillow.com/homedetails/408-NW-Merle-Dr-Hillsboro-OR-97124/48529745_zpid/#charts-and-data,http://www.zillow.com/homedetails/408-NW-Merle-Dr-Hillsboro-OR-97124/48529745_zpid/,1403,SingleFamily,11/13/1990,89500,45.541378,-123.00003,13068,223250.0,2015,1981,297524,02/07/2017,0,261821,315375,-1422,48529745
1396,2.0,3,http://www.zillow.com/homedetails/1014-NW-Winter-Ln-Portland-OR-97210/53910470_zpid/#charts-and-data,http://www.zillow.com/homedetails/1014-NW-Winter-Ln-Portland-OR-97210/53910470_zpid/,1800,SingleFamily,09/12/2011,397500,45.53002,-122.714283,8000,522010.0,2015,1952,953609,02/07/2017,0,810568,1172939,50157,53910470
1397,3.2,5,http://www.zillow.com/homedetails/2785-NW-Westover-Rd-Portland-OR-97210/72509222_zpid/#charts-and-data,http://www.zillow.com/homedetails/2785-NW-Westover-Rd-Portland-OR-97210/72509222_zpid/,4432,SingleFamily,10/14/2011,1192113,45.530836,-122.707825,5227,1186390.0,2015,1913,1840178,02/07/2017,0,1361732,2005794,-454,72509222
1398,2.5,3,http://www.zillow.com/homedetails/3201-SE-23rd-St-Gresham-OR-97080/53915587_zpid/#charts-and-data,http://www.zillow.com/homedetails/3201-SE-23rd-St-Gresham-OR-97080/53915587_zpid/,1889,SingleFamily,09/06/2002,185000,45.481068,-122.400204,6353,246580.0,2015,1995,316615,02/07/2017,0,300784,332446,1390,53915587
1399,2.0,3,http://www.zillow.com/homedetails/9688-SE-Winsor-Dr-Milwaukie-OR-97222/48308600_zpid/#charts-and-data,http://www.zillow.com/homedetails/9688-SE-Winsor-Dr-Milwaukie-OR-97222/48308600_zpid/,1266,SingleFamily,10/10/2006,208641,45.45287,-122.607461,6553,240805.0,2015,1993,337959,02/07/2017,0,321061,361616,1485,48308600
1400,4.0,7,http://www.zillow.com/homedetails/4401-SE-28th-Ave-4411-Portland-OR-97202/53834004_zpid/#charts-and-data,http://www.zillow.com/homedetails/4401-SE-28th-Ave-4411-Portland-OR-97202/53834004_zpid/,2838,SingleFamily,12/01/1986,360000,45.491097,-122.637901,6427,391170.0,2015,1959,682389,02/07/2017,0,573207,757452,-1792,53834004
1401,2.0,2,http://www.zillow.com/homedetails/1500-SW-5th-Ave-UNIT-1105-Portland-OR-97201/53968805_zpid/#charts-and-data,http://www.zillow.com/homedetails/1500-SW-5th-Ave-UNIT-1105-Portland-OR-97201/53968805_zpid/,1319,Condominium,03/13/2009,406000,45.513082,-122.680171,9583,375840.0,2015,1973,476591,02/07/2017,0,443230,505186,-8021,53968805
1402,2.0,4,http://www.zillow.com/homedetails/8730-SE-40th-Ave-Milwaukie-OR-97222/48209193_zpid/#charts-and-data,http://www.zillow.com/homedetails/8730-SE-40th-Ave-Milwaukie-OR-97222/48209193_zpid/,2000,SingleFamily,,,45.459518,-122.62175,9000,248605.0,2015,1952,380881,02/07/2017,0,358028,418969,2668,48209193
1403,2.0,2,http://www.zillow.com/homedetails/10-NE-Highland-St-Portland-OR-97211/53934000_zpid/#charts-and-data,http://www.zillow.com/homedetails/10-NE-Highland-St-Portland-OR-97211/53934000_zpid/,1855,SingleFamily,03/31/2005,219900,45.56884,-122.666557,5000,386360.0,2015,1951,555046,02/07/2017,0,527294,588349,-973,53934000
1404,3.0,3,http://www.zillow.com/homedetails/16789-NW-Dublin-Ct-Portland-OR-97229/48562966_zpid/#charts-and-data,http://www.zillow.com/homedetails/16789-NW-Dublin-Ct-Portland-OR-97229/48562966_zpid/,2269,SingleFamily,10/27/1993,177900,45.55826,-122.849864,8712,452980.0,2015,1992,519337,02/07/2017,0,493370,545304,4160,48562966
1405,1.0,2,http://www.zillow.com/homedetails/7225-N-Atlantic-Ave-Portland-OR-97217/53832437_zpid/#charts-and-data,http://www.zillow.com/homedetails/7225-N-Atlantic-Ave-Portland-OR-97217/53832437_zpid/,914,SingleFamily,02/26/2001,110000,45.575809,-122.696816,5000,277700.0,2015,1913,399798,02/07/2017,0,363816,423786,-3496,53832437
1406,2.0,,http://www.zillow.com/homedetails/16624-Front-Ave-Oregon-City-OR-97045/48319611_zpid/#charts-and-data,http://www.zillow.com/homedetails/16624-Front-Ave-Oregon-City-OR-97045/48319611_zpid/,1300,SingleFamily,04/15/1999,135000,45.366853,-122.579337,5982,178576.0,2015,1998,280773,02/07/2017,0,266734,294812,5463,48319611
1407,1.0,2,http://www.zillow.com/homedetails/3842-SE-48th-Ave-Portland-OR-97206/53979234_zpid/#charts-and-data,http://www.zillow.com/homedetails/3842-SE-48th-Ave-Portland-OR-97206/53979234_zpid/,732,SingleFamily,07/27/2005,240900,45.494823,-122.612859,5000,284520.0,2015,1926,377575,02/07/2017,0,347369,411557,-3061,53979234
1408,2.1,2,http://www.zillow.com/homedetails/3392-NE-29th-St-Gresham-OR-97030/53918292_zpid/#charts-and-data,http://www.zillow.com/homedetails/3392-NE-29th-St-Gresham-OR-97030/53918292_zpid/,1240,Condominium,12/31/2012,100000,45.516272,-122.39887,10018,135140.0,2015,1980,175634,02/07/2017,0,159827,184416,1233,53918292
1409,3.0,3,http://www.zillow.com/homedetails/9554-SW-153rd-Ave-Beaverton-OR-97007/55526744_zpid/#charts-and-data,http://www.zillow.com/homedetails/9554-SW-153rd-Ave-Beaverton-OR-97007/55526744_zpid/,1470,SingleFamily,07/26/2005,244000,45.450776,-122.833944,2178,271080.0,2015,2004,309478,02/07/2017,0,294004,324952,827,55526744
1410,2.0,3,http://www.zillow.com/homedetails/20911-SW-104th-Ave-Tualatin-OR-97062/48532611_zpid/#charts-and-data,http://www.zillow.com/homedetails/20911-SW-104th-Ave-Tualatin-OR-97062/48532611_zpid/,1720,SingleFamily,03/21/1995,155900,45.368115,-122.784704,8712,303270.0,2015,1983,392221,02/07/2017,0,372610,411832,1084,48532611
1411,2.0,3,http://www.zillow.com/homedetails/1483-NE-Kathryn-St-Hillsboro-OR-97124/48523294_zpid/#charts-and-data,http://www.zillow.com/homedetails/1483-NE-Kathryn-St-Hillsboro-OR-97124/48523294_zpid/,1820,SingleFamily,11/07/2008,205000,45.539415,-122.966725,8276,232580.0,2015,1990,343500,02/07/2017,0,305715,370980,-319,48523294
1412,1.0,1,http://www.zillow.com/homedetails/4725-NE-103rd-Ave-Portland-OR-97220/53927192_zpid/#charts-and-data,http://www.zillow.com/homedetails/4725-NE-103rd-Ave-Portland-OR-97220/53927192_zpid/,860,SingleFamily,07/09/2003,88350,45.557628,-122.557064,5000,167670.0,2015,1919,258759,02/07/2017,0,207007,276872,2058,53927192
1413,2.5,3,http://www.zillow.com/homedetails/8956-SW-9th-Dr-Portland-OR-97219/53929534_zpid/#charts-and-data,http://www.zillow.com/homedetails/8956-SW-9th-Dr-Portland-OR-97219/53929534_zpid/,1848,SingleFamily,06/01/1995,179000,45.46029,-122.688201,10329,380790.0,2015,1995,489564,02/07/2017,0,465086,518938,-8064,53929534
1414,1.5,3,http://www.zillow.com/homedetails/2015-NE-27th-Ave-Portland-OR-97212/53985864_zpid/#charts-and-data,http://www.zillow.com/homedetails/2015-NE-27th-Ave-Portland-OR-97212/53985864_zpid/,1486,SingleFamily,06/10/2005,300000,45.537101,-122.638435,3962,429180.0,2015,1939,632174,02/07/2017,0,562635,695391,18135,53985864
1415,2.0,4,http://www.zillow.com/homedetails/1512-1514-SE-Center-St-Portland-OR-97202/53826437_zpid/#charts-and-data,http://www.zillow.com/homedetails/1512-1514-SE-Center-St-Portland-OR-97202/53826437_zpid/,1720,SingleFamily,10/26/1998,139500,45.493762,-122.649963,5000,391620.0,2015,1979,532443,02/07/2017,0,505821,564390,-992,53826437
1416,31.0,2,http://www.zillow.com/homedetails/10405-E-Burnside-St-10409-Portland-OR-97216/53894952_zpid/#charts-and-data,http://www.zillow.com/homedetails/10405-E-Burnside-St-10409-Portland-OR-97216/53894952_zpid/,14350,MultiFamily2To4,08/18/2005,1400000,45.52312,-122.556204,17700,1734710.0,2015,1997,1573338,02/07/2017,0,1258670,2596008,10405,53894952
1417,2.0,2,http://www.zillow.com/homedetails/4046-NE-Roselawn-St-Portland-OR-97211/53880418_zpid/#charts-and-data,http://www.zillow.com/homedetails/4046-NE-Roselawn-St-Portland-OR-97211/53880418_zpid/,1540,SingleFamily,04/19/2002,60000,45.560729,-122.621459,5000,331120.0,2015,1949,484011,02/07/2017,0,435610,517892,381,53880418
1418,1.5,2,http://www.zillow.com/homedetails/1912-SE-43rd-Ave-Portland-OR-97215/53907111_zpid/#charts-and-data,http://www.zillow.com/homedetails/1912-SE-43rd-Ave-Portland-OR-97215/53907111_zpid/,1750,SingleFamily,12/01/2005,320000,45.509292,-122.617875,4000,465490.0,2015,1914,642580,02/07/2017,0,610451,681135,702,53907111
1419,1.0,2,http://www.zillow.com/homedetails/1227-SE-86th-Ave-Portland-OR-97216/53907392_zpid/#charts-and-data,http://www.zillow.com/homedetails/1227-SE-86th-Ave-Portland-OR-97216/53907392_zpid/,780,SingleFamily,03/01/1993,44800,45.513914,-122.575426,5000,161610.0,2015,1952,264150,02/07/2017,0,243018,279999,2043,53907392
1420,2.0,3,http://www.zillow.com/homedetails/305-SW-143rd-Ave-Beaverton-OR-97006/48589272_zpid/#charts-and-data,http://www.zillow.com/homedetails/305-SW-143rd-Ave-Beaverton-OR-97006/48589272_zpid/,1909,SingleFamily,09/29/1997,140750,45.517762,-122.824123,7520,291700.0,2015,1961,396162,02/07/2017,0,376354,415970,3097,48589272
1421,2.0,2,http://www.zillow.com/homedetails/7617-NE-Andover-St-Hillsboro-OR-97124/52695476_zpid/#charts-and-data,http://www.zillow.com/homedetails/7617-NE-Andover-St-Hillsboro-OR-97124/52695476_zpid/,1439,SingleFamily,08/15/2014,180000,45.522919,-122.901086,1742,196960.0,2015,2001,257097,02/07/2017,0,244242,269952,1109,52695476
1422,2.0,4,http://www.zillow.com/homedetails/20625-SW-Kinnaman-Rd-Beaverton-OR-97078/53074203_zpid/#charts-and-data,http://www.zillow.com/homedetails/20625-SW-Kinnaman-Rd-Beaverton-OR-97078/53074203_zpid/,2034,SingleFamily,10/03/2006,290000,45.489634,-122.889061,17860,215860.0,2015,1940,344642,02/07/2017,0,313624,368767,3085,53074203
1423,4.0,7,http://www.zillow.com/homedetails/1747-SE-Morgan-Rd-Hillsboro-OR-97123/48629138_zpid/#charts-and-data,http://www.zillow.com/homedetails/1747-SE-Morgan-Rd-Hillsboro-OR-97123/48629138_zpid/,3400,MultiFamily2To4,07/21/2000,80000,45.49267,-122.964759,6970,268110.0,2015,1979,435050,02/07/2017,0,391545,487256,5058,48629138
1424,2.0,4,http://www.zillow.com/homedetails/4520-SW-180th-Ave-Beaverton-OR-97078/52694971_zpid/#charts-and-data,http://www.zillow.com/homedetails/4520-SW-180th-Ave-Beaverton-OR-97078/52694971_zpid/,1166,SingleFamily,09/24/2001,220000,45.487062,-122.86227,10890,289810.0,2015,1954,338155,02/07/2017,0,311103,355063,2969,52694971
1425,3.0,4,http://www.zillow.com/homedetails/637-641-SE-130TH-Ave-Portland-OR-97233/61788214_zpid/#charts-and-data,http://www.zillow.com/homedetails/637-641-SE-130TH-Ave-Portland-OR-97233/61788214_zpid/,2424,SingleFamily,02/28/2003,218000,45.517763,-122.530508,5705,273540.0,2015,2003,365826,02/07/2017,0,347535,391434,240,61788214
1426,2.0,2,,http://www.zillow.com/homedetails/14737-SW-109th-Ave-APT-2-Tigard-OR-97224/2105995993_zpid/,986,MultiFamily2To4,,,45.413806,-122.788597,,,,,396367,02/07/2017,0,305203,543023,9681,2105995993
1427,3.0,3,http://www.zillow.com/homedetails/6570-SW-207th-Ave-Aloha-OR-97078/48599412_zpid/#charts-and-data,http://www.zillow.com/homedetails/6570-SW-207th-Ave-Aloha-OR-97078/48599412_zpid/,1200,SingleFamily,01/10/1995,139000,45.472604,-122.89024,7806,256490.0,2015,1977,315835,02/07/2017,0,300043,331627,-1348,48599412
1428,2.5,4,http://www.zillow.com/homedetails/5601-Grand-Oaks-Dr-Lake-Oswego-OR-97035/48301682_zpid/#charts-and-data,http://www.zillow.com/homedetails/5601-Grand-Oaks-Dr-Lake-Oswego-OR-97035/48301682_zpid/,3064,SingleFamily,08/12/2005,592300,45.429396,-122.733685,9146,632687.0,2015,1990,771834,02/07/2017,0,733242,810426,-712,48301682
1429,3.0,4,http://www.zillow.com/homedetails/19975-NW-Nestucca-Dr-Portland-OR-97229/48617852_zpid/#charts-and-data,http://www.zillow.com/homedetails/19975-NW-Nestucca-Dr-Portland-OR-97229/48617852_zpid/,2890,SingleFamily,09/08/1994,206000,45.554767,-122.883424,9031,423670.0,2015,1977,547075,02/07/2017,0,519721,574429,11078,48617852
1430,2.5,,http://www.zillow.com/homedetails/6406-NE-Garfield-Ave-Portland-OR-97211/68350339_zpid/#charts-and-data,http://www.zillow.com/homedetails/6406-NE-Garfield-Ave-Portland-OR-97211/68350339_zpid/,1332,SingleFamily,10/31/2005,225500,45.569194,-122.662259,1796,245630.0,2015,2006,337593,02/07/2017,0,290330,371352,-3130,68350339
1431,1.0,3,http://www.zillow.com/homedetails/301-John-Adams-St-Oregon-City-OR-97045/48255612_zpid/#charts-and-data,http://www.zillow.com/homedetails/301-John-Adams-St-Oregon-City-OR-97045/48255612_zpid/,1376,SingleFamily,06/29/2001,110000,45.353176,-122.607254,3465,160216.0,2015,1900,265816,02/07/2017,0,252525,279107,974,48255612
1432,1.0,2,http://www.zillow.com/homedetails/5488-SW-Alger-Ave-APT-12-Beaverton-OR-97005/48530853_zpid/#charts-and-data,http://www.zillow.com/homedetails/5488-SW-Alger-Ave-APT-12-Beaverton-OR-97005/48530853_zpid/,736,Condominium,06/04/2012,45000,45.479894,-122.796211,,83430.0,2015,1977,136211,02/07/2017,0,113055,143022,4001,48530853
1433,3.0,4,http://www.zillow.com/homedetails/16535-Nottingham-Dr-Gladstone-OR-97027/48249468_zpid/#charts-and-data,http://www.zillow.com/homedetails/16535-Nottingham-Dr-Gladstone-OR-97027/48249468_zpid/,2100,SingleFamily,10/24/2007,320000,45.40143,-122.595739,9979,289659.0,2015,1970,382742,02/07/2017,0,363605,405707,5968,48249468
1434,2.0,3,http://www.zillow.com/homedetails/4636-SE-Fieldcrest-St-Milwaukie-OR-97222/48214594_zpid/#charts-and-data,http://www.zillow.com/homedetails/4636-SE-Fieldcrest-St-Milwaukie-OR-97222/48214594_zpid/,1230,SingleFamily,07/29/2015,216000,45.455401,-122.615517,7000,210546.0,2015,1960,311148,02/07/2017,0,286256,339151,-5762,48214594
1435,1.0,3,http://www.zillow.com/homedetails/2601-21st-Ave-Forest-Grove-OR-97116/48623240_zpid/#charts-and-data,http://www.zillow.com/homedetails/2601-21st-Ave-Forest-Grove-OR-97116/48623240_zpid/,2073,SingleFamily,,,45.52117,-123.101034,9583,215480.0,2015,1910,326514,02/07/2017,0,297128,346105,-377,48623240
1436,1.0,2,,http://www.zillow.com/homedetails/9205-E-Burnside-St-APT-208-Portland-OR-97216/2104233057_zpid/,950,MultiFamily2To4,,,45.523029,-122.568786,,,,,288080,02/07/2017,0,273676,302484,2486,2104233057
1437,1.0,3,http://www.zillow.com/homedetails/4829-SE-Steele-St-Portland-OR-97206/53992451_zpid/#charts-and-data,http://www.zillow.com/homedetails/4829-SE-Steele-St-Portland-OR-97206/53992451_zpid/,1184,SingleFamily,03/20/2009,118000,45.484917,-122.612578,5000,301890.0,2015,1926,414586,02/07/2017,0,389711,447753,-1562,53992451
1438,1.0,2,,http://www.zillow.com/homedetails/2516-10th-Ave-Forest-Grove-OR-97116/2116494050_zpid/,700,SingleFamily,,,45.508483,-123.102432,,,,,413213,02/07/2017,0,326438,520648,11496,2116494050
1439,3.0,3,http://www.zillow.com/homedetails/9999-SW-Steeplechase-Cir-Beaverton-OR-97008/48553859_zpid/#charts-and-data,http://www.zillow.com/homedetails/9999-SW-Steeplechase-Cir-Beaverton-OR-97008/48553859_zpid/,2958,SingleFamily,07/03/1996,277000,45.447686,-122.821842,8276,449530.0,2015,1991,573650,02/07/2017,0,544968,602332,-1530,48553859
1440,1.0,1,http://www.zillow.com/homedetails/1030-NW-12th-Ave-APT-428-Portland-OR-97209/58771215_zpid/#charts-and-data,http://www.zillow.com/homedetails/1030-NW-12th-Ave-APT-428-Portland-OR-97209/58771215_zpid/,663,Condominium,09/16/2002,181000,45.530304,-122.682715,663,300130.0,2015,2001,344751,02/07/2017,0,327513,361989,-2002,58771215
1441,3.0,5,http://www.zillow.com/homedetails/12079-SW-Whistlers-Loop-Tigard-OR-97223/63097468_zpid/#charts-and-data,http://www.zillow.com/homedetails/12079-SW-Whistlers-Loop-Tigard-OR-97223/63097468_zpid/,3715,SingleFamily,03/05/2007,549900,45.421016,-122.801343,8276,483070.0,2015,2004,610490,02/07/2017,0,579966,641014,301,63097468
1442,3.0,3,http://www.zillow.com/homedetails/6013-NE-Milton-St-Portland-OR-97213/53831462_zpid/#charts-and-data,http://www.zillow.com/homedetails/6013-NE-Milton-St-Portland-OR-97213/53831462_zpid/,1278,SingleFamily,02/02/2006,306900,45.549163,-122.601531,5000,396470.0,2015,1917,501782,02/07/2017,0,466657,526871,1827,53831462
1443,1.0,4,http://www.zillow.com/homedetails/8135-N-Smith-St-Portland-OR-97203/53935204_zpid/#charts-and-data,http://www.zillow.com/homedetails/8135-N-Smith-St-Portland-OR-97203/53935204_zpid/,1564,SingleFamily,12/31/2014,315000,45.5937,-122.747941,4791,284400.0,2015,1949,372579,02/07/2017,0,350224,391208,-1181,53935204
1444,1.0,4,http://www.zillow.com/homedetails/12206-SE-19th-Ave-Milwaukie-OR-97222/48210724_zpid/#charts-and-data,http://www.zillow.com/homedetails/12206-SE-19th-Ave-Milwaukie-OR-97222/48210724_zpid/,2340,SingleFamily,02/26/2010,285000,45.435364,-122.643696,5000,239534.0,2015,1925,368395,02/07/2017,0,327872,408918,-707,48210724
1445,1.0,3,http://www.zillow.com/homedetails/7211-N-Atlantic-Ave-Portland-OR-97217/53832438_zpid/#charts-and-data,http://www.zillow.com/homedetails/7211-N-Atlantic-Ave-Portland-OR-97217/53832438_zpid/,1300,SingleFamily,04/05/2013,261000,45.575672,-122.696815,5000,292900.0,2015,1913,431326,02/07/2017,0,396820,452892,-662,53832438
1446,,,http://www.zillow.com/homedetails/36891-Goldenrain-St-Sandy-OR-97055/98818149_zpid/#charts-and-data,http://www.zillow.com/homedetails/36891-Goldenrain-St-Sandy-OR-97055/98818149_zpid/,,SingleFamily,08/31/2015,279120,45.410152,-122.283645,3594,59636.0,2015,,,12/31/1969,0,,,,98818149
1447,2.5,3,http://www.zillow.com/homedetails/13545-SE-154th-Dr-Clackamas-OR-97015/48314537_zpid/#charts-and-data,http://www.zillow.com/homedetails/13545-SE-154th-Dr-Clackamas-OR-97015/48314537_zpid/,1692,SingleFamily,05/04/2004,200000,45.424516,-122.50549,5038,253436.0,2015,1997,348319,02/07/2017,0,327420,365735,3803,48314537
1448,3.0,3,http://www.zillow.com/homedetails/11299-SW-Capitol-Hwy-UNIT-5-Portland-OR-97219/88962199_zpid/#charts-and-data,http://www.zillow.com/homedetails/11299-SW-Capitol-Hwy-UNIT-5-Portland-OR-97219/88962199_zpid/,1715,SingleFamily,06/09/2014,226550,45.444505,-122.733224,1306,229500.0,2015,2009,382480,02/07/2017,0,328933,420728,576,88962199
1449,2.5,3,http://www.zillow.com/homedetails/750-Terrace-Dr-Lake-Oswego-OR-97034/48229257_zpid/#charts-and-data,http://www.zillow.com/homedetails/750-Terrace-Dr-Lake-Oswego-OR-97034/48229257_zpid/,3569,SingleFamily,11/27/2012,850000,45.410677,-122.684997,31363,760497.0,2015,1980,1124562,02/07/2017,0,1068334,1180790,7330,48229257
1450,1.0,2,http://www.zillow.com/homedetails/6029-SE-86th-Ave-Portland-OR-97266/53817858_zpid/#charts-and-data,http://www.zillow.com/homedetails/6029-SE-86th-Ave-Portland-OR-97266/53817858_zpid/,928,SingleFamily,03/23/1999,37900,45.478752,-122.574739,4000,177230.0,2015,1911,253208,02/07/2017,0,232951,265868,4357,53817858
1451,2.0,,http://www.zillow.com/homedetails/2219-SE-68th-Ave-Portland-OR-97215/80922839_zpid/#charts-and-data,http://www.zillow.com/homedetails/2219-SE-68th-Ave-Portland-OR-97215/80922839_zpid/,37381,SingleFamily,02/09/2007,2780036,45.505992,-122.592376,78058,7322010.0,2011,1968,10019897,02/07/2017,0,8416713,14027856,27461,80922839
1452,3.0,3,,http://www.zillow.com/homedetails/2766-NW-Kennedy-Ct-Portland-OR-97229/2117633763_zpid/,1710,Condominium,,,45.543601,-122.777703,,,,,467923,02/07/2017,0,402414,500678,17025,2117633763
1453,3.0,4,http://www.zillow.com/homedetails/14810-SW-Fern-St-Portland-OR-97223/53076605_zpid/#charts-and-data,http://www.zillow.com/homedetails/14810-SW-Fern-St-Portland-OR-97223/53076605_zpid/,2036,Townhouse,04/12/2013,230000,45.424318,-122.829485,3920,252340.0,2015,2001,388810,02/07/2017,0,365481,427691,-608,53076605
1454,2.0,3,http://www.zillow.com/homedetails/3323-Hillcrest-Way-Forest-Grove-OR-97116/48531181_zpid/#charts-and-data,http://www.zillow.com/homedetails/3323-Hillcrest-Way-Forest-Grove-OR-97116/48531181_zpid/,1750,SingleFamily,04/25/2012,212000,45.537045,-123.145791,6969,264130.0,2015,1989,364309,02/07/2017,0,346094,382524,720,48531181
1455,2.5,4,http://www.zillow.com/homedetails/14455-SE-Garland-Ln-Milwaukie-OR-97267/83974883_zpid/#charts-and-data,http://www.zillow.com/homedetails/14455-SE-Garland-Ln-Milwaukie-OR-97267/83974883_zpid/,2050,SingleFamily,07/02/2009,167000,45.418503,-122.622054,5641,315108.0,2015,2007,391440,02/07/2017,0,371868,414926,49,83974883
1456,2.0,3,http://www.zillow.com/homedetails/1425-NE-168th-Pl-Portland-OR-97230/53852833_zpid/#charts-and-data,http://www.zillow.com/homedetails/1425-NE-168th-Pl-Portland-OR-97230/53852833_zpid/,1350,SingleFamily,08/31/2000,134000,45.533218,-122.490362,10000,230300.0,2015,1968,291958,02/07/2017,0,271521,306556,1797,53852833
1457,2.0,3,http://www.zillow.com/homedetails/6595-SE-Johnson-St-Hillsboro-OR-97123/53074790_zpid/#charts-and-data,http://www.zillow.com/homedetails/6595-SE-Johnson-St-Hillsboro-OR-97123/53074790_zpid/,1293,SingleFamily,06/30/2016,310000,45.500973,-122.913314,6534,198980.0,2015,2000,303957,02/07/2017,0,288759,331313,1416,53074790
1458,2.0,3,http://www.zillow.com/homedetails/273-S-21st-Ave-Cornelius-OR-97113/48600356_zpid/#charts-and-data,http://www.zillow.com/homedetails/273-S-21st-Ave-Cornelius-OR-97113/48600356_zpid/,1121,SingleFamily,09/01/1989,48500,45.517653,-123.045915,8276,194060.0,2015,1978,281385,02/07/2017,0,267316,295454,3388,48600356
